LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,93.9404922007037,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,93.1459414365467,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,93.5099705360278,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,92.8954846855728,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,90.8061564676532,
JPN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,88.3215143667189,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,101.496818356581,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,100.458780926581,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,96.462916293332,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,93.3588722446667,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,93.877114220564,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,93.1081232895113,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,92.6164619506807,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,93.4064986523199,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,93.9254303933924,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,93.1310070223353,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,93.4949777557591,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,92.8805904279673,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,90.7915971993403,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,88.2756680182045,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,100.971571738029,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,100.563695829091,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,98.8389936915973,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,95.4697544448129,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,93.0925192295789,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,95.0693328381777,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,95.6670805761203,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,96.901583470465,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,97.6409722594087,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,102.009118712237,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,104.052461751222,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,106.077643667587,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,107.299142098404,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,100.964807007766,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,100.553831314608,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,98.8259298753719,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,95.4571359500209,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,93.0802151586585,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,95.0458415690464,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,95.6362730262938,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,96.8646687135971,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,97.6003251214528,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,101.641574453828,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,103.681123699322,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,105.702898345788,
KOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,106.923127335161,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,100.971571738029,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,100.563695829091,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,98.8389936915973,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,95.4697544448129,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,93.0925192295789,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,95.0693328381777,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,95.6670805761203,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,96.901583470465,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,97.6409722594087,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,100.554239210956,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,102.611365106759,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,104.654451292628,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,105.896199660058,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,99.7787119645503,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,99.9009031307509,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,107.345051253678,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,114.070986533376,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,111.527767267606,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,109.186297719521,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,111.97970624698,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,112.795292359376,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,115.569508907607,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,115.792055472502,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,115.56626595101,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,113.847995055133,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,114.138058869553,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,99.7785069316855,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,99.9005020671795,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,96.1708138263959,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,99.2360521591224,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,136.196108875206,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,133.336739865032,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,136.75494151986,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,137.750794054904,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,144.895984841058,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,145.175003969877,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,141.168016504339,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,139.069091768889,
LUX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,139.390642218229,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,99.7787119645503,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,99.9009031307509,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,107.345051253678,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,114.070986533376,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,111.527767267606,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,109.186297719521,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,111.97970624698,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,112.795292359376,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,115.569508907607,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,115.792055472502,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,115.56626595101,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,113.847995055133,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,114.138058869553,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,87.3343143388862,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,101.08826234869,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,102.114431122029,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,102.534642866069,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,102.589981206757,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,103.062684981115,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,107.077236858993,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,107.605183197265,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,108.953370764483,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,112.294549235934,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,112.317695914408,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,122.324310965811,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,133.784571244228,
MEX,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,147.891997991245,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,99.4404266497286,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,100.490583332453,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,102.973198187325,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,104.473088426815,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,106.052159426822,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,110.458393250948,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,111.187734449222,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,115.35085798268,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,113.778187963442,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,116.211229633997,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,119.774827656633,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,122.849259022012,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,126.450547552894,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,99.4404266497286,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,100.490583332453,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,102.973198187325,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,104.473088426815,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,106.052159426822,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,110.458393250948,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,111.187734449222,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,115.35085798268,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,113.778187963442,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,116.211229633997,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,119.774827656633,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,122.849259022012,
NOR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,126.450547552894,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,99.3499150479419,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,100.77092993992,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,103.974655140676,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,105.579177139479,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,107.456272687468,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,111.668136034175,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,112.373236924669,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,117.18513241465,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,115.604596537466,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,118.976477940143,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,117.899717222223,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,120.923856380935,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,124.457634603972,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,106.167839977886,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,109.128125986835,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,113.308036230564,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,116.699328469819,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,119.749785377226,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,122.141267076197,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,122.200602277774,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,123.097954486398,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,123.896955743193,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,123.927232200123,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,124.805364179054,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,106.167839977886,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,109.128125986835,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,113.308036230564,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,116.699328469819,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,119.749785377226,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,122.141267076197,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,122.200602277774,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,123.097954486398,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,123.896955743193,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,123.927232200123,
POL,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,124.805364179054,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,106.167839977886,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,109.128125986835,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,113.308036230564,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,116.699328469819,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,119.749785377226,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,122.141267076197,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,122.200602277774,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,123.097954486398,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,123.896955743193,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,123.927232200123,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,124.805364179054,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,98.1859857672972,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,96.3680903000363,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,95.2652020169805,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,97.3837664285571,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,98.4562443773901,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,100.466946540885,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,85.5689177076698,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,84.4614532394993,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,88.3174308739654,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,90.4158376227916,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,95.9710379714063,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,96.6494686059042,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,95.6133560883455,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,98.1859857672972,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,96.3680903000363,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,95.2652020169805,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,97.3837664285571,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,98.4562443773901,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,100.466946540885,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,85.5689177076698,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,84.4614532394993,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,88.3174308739654,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,90.4158376227916,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,95.9710379714063,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,96.6494686059042,
PRT,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,95.6133560883455,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,98.1859857672972,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,96.3680903000363,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,95.2652020169805,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,97.3837664285571,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,98.4562443773901,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,100.466946540885,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,85.5689177076698,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,84.4614532394993,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,88.3174308739654,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,90.4158376227916,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,95.9710379714063,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,96.6494686059042,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,95.6133560883455,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,100.721639084577,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,99.2947745229529,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,102.924151631519,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,106.127894694235,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,105.980362169084,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,100.365380720807,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,94.9334978709548,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,92.4564697499206,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,91.7074234502843,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,92.701290057346,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,93.896473779613,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,94.3017963666736,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,94.1128866951626,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,100.82243133725,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,99.3941389107237,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,103.342922917083,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,106.959409376562,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,106.810216847735,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,102.039376018283,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,98.3321273604105,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,95.4860731934908,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,94.2414522830047,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,95.3680808450323,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,96.7965589140707,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,97.1101586942332,
ESP,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,96.9572384253104,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,100.721639084577,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,99.2947745229529,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,102.924151631519,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,106.127894694235,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,105.980362169084,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,100.365380720807,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,94.9334978709548,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,92.4564697499206,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,91.7074234502843,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,92.701290057346,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,93.896473779613,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,94.3017963666736,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,94.1128866951626,
SWE,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
SWE,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,102.91891774895,
SWE,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,103.672129656769,
SWE,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,102.978161825116,
SWE,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,108.299316764879,
SWE,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,115.435704435203,
SWE,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,124.067915520683,
SWE,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,130.128587101649,
SWE,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
SWE,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,102.951379433859,
SWE,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,102.89551064825,
SWE,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,102.29834976278,
SWE,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,109.118051615766,
SWE,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,115.979353864882,
SWE,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,125.404724779926,
SWE,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,128.67973408599,
SWE,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
SWE,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,101.714692969776,
SWE,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,101.424871687522,
SWE,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,100.972653130259,
SWE,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,105.143426356557,
SWE,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,110.868180292578,
SWE,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,117.679593441996,
SWE,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,120.877427453935,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,99.672653173898,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,95.2839046212949,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,99.2136031262086,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,101.679446136187,
